Ranking	First_Name	Last_Name	Country	Career_Prize_Money
1388	Mateo Facundo	Cressa	ARG	6690
1388	Goncalo	Falcao	POR	23708
1388	Junn	Mitsuhashi	JPN	65836
1388	Philip	Orno	DEN	6123
1388	Herkko	Pollanen	FIN	11114
1388	Pedro Pablo	Ruiz	COL	9545
1388	Ilia	Shatskiy	RUS	18161
1395	Ken	Onishi	JPN	2608
1396	Oscar	Otte	GER	12846
1396	Tudor	Sulea	ROU	6456
1398	Kevin Jack	Carpenter	MEX	4226
1398	Anton	Manegin	RUS	36695
1400	Sarp	Agabigun	TUR	3513
1400	Alexandru-Daniel	Carpen	ROU	30607
1400	Besir	Durguti	MKD	5038
1400	Vasko	Mladenov	BUL	14838
1404	Marko	Danis	SVK	32664
1404	Giacomo	Oradini	ITA	22047
1404	Mauricio	Perez Mota	ARG	18026
1404	Strahinja	Rakic	SRB	4274
1404	Akash	Wagh	IND	16872
1409	Dominik	Boehler	GER	2292
1409	Shendrit	Deari	MKD	8025
1409	Henrique	Sousa	POR	7922
1412	Sagar	Ahuja	IND	6508
1413	Alexander	Lebedyn	UKR	3346
1414	Yuri	Andrade	BRA	4994
1414	Adam	Sanjurjo Hermida	ESP	20086
1416	Gokberk	Ergeneman	TUR	5643
1416	Mohamed	Shabib	DEN	5200
1418	Antonio	Massara	ITA	7550
1419	Darko	Jandric	SRB	5819
1419	Oscar	Mesquida Berg	ESP	4334
1419	Dominic	Weidinger	AUT	6818
1422	Rafael	Mazon-Hernandez	ESP	27213
1423	Robert	Rumler	CZE	22259
1424	Amerigo	Contini	ITA	4024
1424	Harri	Heliovaara	FIN	114307
1424	Gero	Kretschmer	GER	152751
1424	Jarryd	Maher	AUS	17633
1424	Lionel	Mansour	FRA	462
1429	Ferran	Calvo Eman	ESP	1012
1429	Julian	Cash	GBR	1430
1429	Soren	Hess-Olesen	DEN	962
1429	Denis	Indondo Ilongende	COD	750
1429	Kryce-Didier	Momo-Kassa	GAB	1501
1429	Myles	Orton	GBR	7265
1429	Alexander	Sendegeya	GBR	1196
1429	Vincent	Stouff	FRA	17343
1437	Murkel Alejandro	Dellien Velasco	BOL	1887
1437	Aditya Hari	Sasongko	INA	4539
1437	Thomas	Schoorel	NED	264970
1440	Viktor	Kostin	GER	778
1440	Alexander	Perez Cortez	COL	942
1440	Vaja	Uzakov	UZB	56241
1440	Andrew	Watson	GBR	682
1444	Aleksandre	Bakshi	GEO	1160
1444	Jonathon	Cooper	AUS	14014
1444	Makoto	Ochi	JPN	568
1444	Joshua	Paris	GBR	1016
1444	Thomas	Shubert	USA	2686
1449	Milan	Habrman	SVK	516
1449	Eric	Johnson	USA	1149
1449	Dominique	Maden	GER	2030
1449	Ronak	Manuja	IND	13574
1449	Frederick	Saba	USA	932
1449	Franco	Scaravilli	ARG	4685
1455	Dane	Chuntraruk	THA	3371
1456	Herve	Antchandie	GAB	1188
1456	Jae-Won	Choi	KOR	6605
1456	Nicolae	Frunza	ROU	2458
1456	Diego	Hidalgo	ECU	15957
1456	Filip	Kraljevic	CRO	1657
1456	Sergis	Kyratzis	CYP	1696
1456	Matej	Maruscak	SVK	2691
1456	Francisco	Stuardo	CHI	1634
1456	Antun	Vidak	CRO	5486
1456	Timothee	Zannou	BEN	1230
1456	Mate	Zsiga	HUN	1198
1467	Giacomo	Miccini	ITA	9441
1467	Federico	Moreno	ARG	1226
1469	Michal	Dembek	POL	1649
1469	Pavel	Filin	BLR	12400
1469	Robert	Herrera	ESP	1628
1469	Teodor Nicolae	Marin	ROU	5638
1469	Philipp	Scholz	GER	1690
1469	Alejandro	Tabilo	CAN	2012
1475	Walker	Duncan	USA	1392
1476	Louis	Cant	BEL	5147
1476	Carl	Eguez	USA	2707
1476	Dinko	Halachev	BUL	13268
1476	Eduardo	Lacalle	CHI	1368
1476	Yuanfeng	Li	CHN	4240
1476	Jathan	Malik	GBR	8553
1476	Stijn	Meulemans	BEL	1778
1483	Vitaliy	Sachko	UKR	1404
1484	Alexander	Braun	GER	1444
1484	Damiano	Di Ienno	ITA	25390
1484	Seydou	Diallo	MLI	2276
1484	Inaki	Gimenez Pilutik	ARG	2018
1484	Ram	Kapach	ISR	2124
1484	Bolat	Mamyr	KAZ	1994
1484	David	O'hare	IRL	9398
1484	Jose	Olivares	DOM	2076
1484	Igor	Saveljic	MNE	1808
1484	Kelsey	Stevenson	CAN	11883
1484	Brandon	Walkin	AUS	2580
1495	Byung-Kook	Kang	KOR	17426
1495	Mathieu	Perchicot	FRA	1556
1495	Daniel	Tamir	ISR	2534
1498	Boris Nicola	Bakalov	BUL	23857
1498	Punn	Bodhidatta	THA	5866
1498	Zhao	Cai	CHN	6785
1498	David Chaplefeh	Forchap	GER	3186
1498	Mohsen	Hossein Zade	IRI	5248
1498	Vladzimir	Kruk	BLR	16773
1498	Daniel	Manlow	GBR	3551
1505	Sergio	Castellon Guasch	ESP	3224
1506	Kunal	Anand	IND	9119
1506	Francesco	Bessire	ITA	2934
1506	Joachim	Bjerke	NOR	4674
1506	Robert	Carter	GBR	8456
1506	Luka	Ilic	SRB	7022
1506	Ren	Nakamura	JPN	2548
1506	Simon	Stevens	BEL	2108
1506	Luka	Sucevic	SRB	2434
1506	Hannes	Wagner	GER	4557
1506	Yahor	Yatsyk	BLR	10437
1516	Rodrigo	Arus	URU	3096
1516	Alberto	Romero De Avila Senise	ESP	1764
1518	Mauricio	Alvarez-Guzman	CHI	15525
1518	Mor	Bulis	ISR	5286
1518	Alexandr	Chepelev	RUS	4226
1518	Ilie-Aurelian	Giurgiu	ROU	15147
1518	Morgan	Johansson	SWE	5042
1518	Denis	Kapric	GER	3376
1518	Anton	Pavlov	EST	3504
1518	Mauricio	Resendiz Dominguez	MEX	3676
1518	Bartosz	Wojnar	POL	3242
1527	David	Fleming	CHI	12223
1527	Jannis	Liniger	SUI	10487
1527	Quinton	Vega	USA	3436
1530	Simone	Roncalli	ITA	1860
1530	Anoosha	Shahgholi	IRI	20112
1532	Karim	Kadry	EGY	6998
1532	Soichiro	Moritani	JPN	5974
1534	Victor	Nunez	CHI	11113
1535	Muhammet	Haylaz	TUR	4996
1536	Ryota	Kishi	JPN	7762
1537	Filipp	Kekercheni	UKR	4286
1538	Duilio	Vallebuona	PER	10207
1539	Tomas	Iriarte	ARG	6080
1539	Antoine	Richard	CAN	10620
1541	Isade	Juneau	CAN	10290
1542	Gonzales	Austin	USA	1540
1542	Leonardo	Azzaro	ITA	320438
1542	Marin	Bradaric	CRO	54569
1542	Stefan	Fortmann	RSA	504
1542	Sergio	Gutierrez-Ferrol	ESP	139768
1542	Abdelhak	Hameurlaine	ALG	8372
1542	Sebastian	Lavie	NZL	13183
1542	Joao	Monteiro	POR	910
1542	David	Pamminger	AUT	3160
1542	Richard	Waite	GER	18598
1542	Jake	Wynan	AUS	779
1553	Darius Florin	Bragusi	ROU	6183
1553	Lucas	Gerch	GER	816
1553	Eduard	Guell Bartrina	ESP	1225
1553	Gregor	Hutterer	AUT	1492
1553	Guy Orly	Iradukunda	BDI	1060
1553	Marko	Lenz	GER	12328
1553	Juan	Rocha	ARG	514
1560	Henry	Atseye	NGR	3188
1560	Albert Bisong	Bikom	NGR	666
1560	Martin	Blasko	SVK	552
1560	Gage	Brymer	USA	4444
1560	Nick	Chappell	USA	3395
1560	Romain	Dauzet	FRA	710
1560	Nicolas	Ferrando	ARG	570
1560	Marcus	Fugate	USA	33819
1560	Slim	Hamza	TUN	1140
1560	Filip	Havaj	SVK	3529
1560	Aron	Hiltzik	USA	1708
1560	Souma	Kuribayashi	JPN	1046
1560	Dong-Kyu	Lee	KOR	4152
1560	Yi-Feng	Li	CHN	5029
1560	Halit Berke	Mangaloglu	TUR	1197
1560	Oleg	Prihodko	UKR	700
1560	Dominik	Schulz	GER	17736
1560	Samuel	Shropshire	USA	1894
1560	Tomas	Stillman	USA	1126
1560	Hong Kit	Wong	HKG	632
1580	Giorgio	De rossi	ITA	572
1580	Markus	Kerner	EST	3625
1580	Stieg	Martens	BEL	890
1580	Justiniano	Richard	ARG	850
1584	Geoffrey	Blancaneaux	FRA	534
1584	James	Chaudry	GBR	2850
1584	Alon	Elia	ISR	4188
1584	Marc-Andrea	Huesler	SUI	860
1584	George	Jecminek	CAN	9919
1584	Gary	Kushnirovich	USA	770
1584	Florian	Lakat	FRA	1372
1584	Chris	Letcher	AUS	47802
1584	Riccardo	Merone	ITA	1596
1584	Kokou	Missodey	TOG	1792
1584	Patrik	Niklas-salminen	FIN	1297
1584	Ken	Onoda	JPN	3941
1584	Michail	Pervolarakis	CYP	556
1584	Nicolas	Podesta	USA	742
1584	Jan	Poskocil	AUT	1794
1584	Alexander	Ritschard	SUI	14103
1584	Marko	Stosic	SLO	1286
1584	Jun Nan	Tao	CHN	4254
1584	Pavel	Tsoy	UZB	3614
1584	Gabriel	Tumasonis	BRA	970
1584	Eero	Vasa	FIN	793
1605	Hicham	Khaddari	MAR	27815
1605	Michael	Quintero	COL	202605
1605	Thibault	Venturino	FRA	6532
1605	Dimitriy	Voronin	RUS	796
1609	Ivar Jose	Aramburu Contreras	MEX	1482
1609	Peter	Ashley	GBR	1054
1609	Bogdan	Borza	ROU	984
1609	Juan Pablo	Canas Garcia	ESP	1408
1609	Henry	Choi	CAN	4454
1609	Tobias	Dankl	GER	1550
1609	Chevaan	Davids	RSA	800
1609	Blake	Ellis	AUS	1032
1609	Alexandre	Favrot	FRA	3466
1609	Catalin	Fifea	ROU	1494
1609	Benjamin	Hassan	GER	552
1609	Shahin	Khaledan	IRI	8029
1609	Aaron	Leeder-Chard	AUS	9270
1609	Mladen	Mitak	CRO	1310
1609	Duncan	Mugabe	UGA	9564
1609	Or	Ram-Harel	ISR	6260
1609	Joshua	Sapwell	GBR	932
1609	Romain	Sichez	FRA	17556
1609	Luca	Tomasetto	ITA	604
1609	Emiliano Franco	Vecchia	ARG	1218
1609	Luyao	Wang	CHN	3036
1609	Jumpei	Yamasaki	JPN	2360
1609	Jae Won	Yun	KOR	3176
1609	Yankel	Zemel	ISR	928
1633	Victor	Ouvrard	FRA	1228
1633	Antun	Pehar	CRO	5848
1633	Dominik	Sproch	SVK	4554
1633	Sheng Hao	Zhou	CHN	1050
1637	Tomas	Buchhass	ARG	14909
1637	Mauricio	Cassimiro	BRA	2557
1637	Joseph	Digiulio	USA	1746
1637	Filip	Dolezel	CZE	2398
1637	Juan Cruz	Estevarena	ARG	4566
1637	Daniel	Ferretti	AUS	6267
1637	Lenny	Hampel	AUT	968
1637	Tadayuki	Longhi	JPN	4150
1637	Adolfo	Marin	CHI	1456
1637	Julian	Ocleppo	ITA	938
1637	Ryan	Peniston	GBR	2342
1637	Anatoliy	Petrenko	UKR	1396
1637	David	Poljak	CZE	3280
1637	Nino	Portales	FRA	900
1637	Lofo	Ramiaramanan	MAD	6799
1637	Timur	Razmaitov	RUS	1384
1637	Stefan	Rettl	AUT	3176
1637	Yasin	Sama	ARG	1232
1637	Simon Friis	Soendergaard	DEN	1104
1637	Igor	Tubic	SWE	5545
1637	Vincent	Van den Honert	NED	2596
1637	Antoine	Walch	FRA	2224
1637	Bojan	Zdravkovic	SRB	4909
1637	Yue	Zhang	CHN	2124
1637	Zhicheng	Zhu	CHN	916
1637	Antonio	Zucca	ITA	1641
1663	Dominic	Cotrone	USA	1648
1664	Thibault	Cancel	FRA	1822
1664	Felipe	Cunha-Silva	POR	1643
1664	Simon	Ede	AUS	13879
1664	Camilo Andres	Erazo	COL	1608
1664	Mohamed	Hassan	ALG	2049
1664	Slobodan	Jevtic	SRB	5880
1664	Alexander	Klintcharov	NZL	1964
1664	Kirill	Komarov	RUS	1602
1664	Vladimir	Korolev	RUS	1704
1664	Mikhail	Korovin	RUS	2008
1664	Kevin	Kylar	CAN	2556
1664	Guy	Michelevitz	ISR	2660
1664	Stefan	Milicevic	SRB	1312
1664	Dae-Soung	Oh	KOR	6094
1664	Andrea	Pellegrino	ITA	1680
1664	Christian	Samuelsson	SWE	1774
1664	Maxim	Tybar	BLR	1144
1664	Atsushi	Ushida	JPN	1218
1664	Andrea	Vavassori	ITA	1120
1664	Igor	Zubov	RUS	3452
1684	Matthias	Haim	AUT	988
1684	Carlos Alberto	Longhi Neto	BRA	2698
1686	Aaron	Addison	AUS	1947
1686	Mohamed	Adnaoui	MAR	6132
1686	Roberto	Affonso	BRA	2154
1686	Javier	Amantegui	ESP	1474
1686	Anvit	Bendre	IND	3756
1686	Jose Fernando	Carvajal Torres	COL	3736
1686	Mirko	Cutuli	ITA	1466
1686	Max	De Vroome	NED	3080
1686	Maximilian	Dinslaken	GER	13480
1686	Leon	Frost	AUS	31727
1686	Andrea	Grazioso	ITA	2994
1686	Woo-Ram	Kim	KOR	9551
1686	Tommaso	Lago	ITA	6009
1686	Teodor	Leahu	ROU	2362
1686	Hyung-Chan	Lim	KOR	6305
1686	Winston	Lin	USA	2558
1686	Francesco	Moncagatto	ITA	3053
1686	Brian	Orradre	ARG	2750
1686	Andreas Ignacio	Pasutti	ARG	1488
1686	Goncalo	Pereira	POR	22245
1686	Davide	Pontoglio	ITA	3112
1686	Mateo Andres	Ruiz Naranjo	COL	5749
1686	Su Hao	Zhong	CHN	2668
1709	Nicolo	Turchetti	ITA	2567
1710	Andres	Alvarez Cerdan	MEX	2718
1710	Francisco Adolfo	Blanco Paris	ESP	1664
1710	Nicolas	Cavalheiro	BRA	2916
1710	Chris	Cooprider	USA	3260
1710	Neeraj	Elangovan	IND	6216
1710	Melik	Feler	FRA	4103
1710	Osni	Junior	BRA	6919
1710	Sun-Yong	Kim Jr.	KOR	42945
1710	Miguel Angel	Lopez Jaen	ESP	267794
1710	Alessandro	Luisi	ITA	2334
1710	Maksim	Malyshev	RUS	4593
1710	Ryotero	Matsumura	JPN	2254
1710	Oran	Reznik	ISR	4508
1710	Jose Fco.	Vidal Azorin	ESP	2594
1724	Serge	Becerra Jeria	CHI	2396
1724	Jatin	Dahiya	IND	5972
1724	Facundo	Jofre	ARG	2869
1724	Harry David	Meehan	GBR	10052
1724	Emanuele	Molina	ITA	19112
1724	Lorenzo	Papasidero	ITA	16589
1724	David	Pel	NED	9690
1731	Jacopo	Stefanini	ITA	2968
1732	Congsup	Congcar	THA	2598
1732	Simon	Navarro	CHI	7080
1732	Luis Fernando	Ramirez	VEN	7939
1732	Nicholas Alexander	Reyes	USA	2424
1736	Pedro	Dominguez Alonso	ESP	4907
1737	Amirvala	Madanchi	IRI	3991
1738	Tinotenda	Chanakira	ZIM	8694
1738	Jaime	Fermosell Delgado	ESP	2654
1738	Peter	Mick	SVK	2586
1738	Alexander	Mozgovoy	RUS	4002
1738	Tommy	Mylnikov	CAN	5766
1743	Stefan	Micov	MKD	7491
1744	Phillip	Gresk	POL	2836
1745	Esteban	Bruna	CHI	3886
1745	Patrick	Davidson	USA	9992
1747	Elwin	Antony	IND	3740
1747	Arsan	Arashov	KAZ	312
1747	Oleksiy	Arovin	UKR	1400
1747	Aaron	Banasik	GBR	1634
1747	Joao	Barra	POR	966
1747	Andraz	Bedene	SLO	13572
1747	Saso	Bende	SLO	4606
1747	Jose Daniel	Bendeck	COL	4498
1747	Andreas	Bjerrehus	DEN	688
1747	Caleb	Boland	AUS	312
1747	Niclas	Braun	GER	172
1747	Daniel	Byrnes	AUS	2874
1747	Vivien	Cabos	FRA	258
1747	Luca	Castelnuovo	SUI	804
1747	David	Catala-Velasco	ESP	1852
1747	Agustin	Cattoretti	BOL	236
1747	Jonathan	Chang	USA	580
1747	Edward	Christopher Anefu	NGR	510
1747	Valentino	Ciotti	ITA	344
1747	James	Cluskey	IRL	57819
1747	Alexander	Cozbinov	MDA	1484
1747	Marco	Crugnola	ITA	331013
1747	Yossi	Dahan	ISR	208
1747	Robert	Dudley	IRL	630
1747	Shalva	Dzhanashiya	RUS	3565
1747	Patrick	Eichenberger	SUI	16391
1747	Sebastian	Fanselow	GER	5885
1747	Boris	Fassbender	FRA	308
1747	Jesus Francisco	Felix	DOM	1010
1747	He	Feng	CHN	11837
1747	Tiago	Fernandes	BRA	47095
1747	Nikolai	Fidirko	BLR	31190
1747	Pablo	Figueroa	SWE	21412
1747	Isaac	Frost	AUS	26544
1747	Felipe	Garces	CHI	444
1747	Salikh	Gilmutdinov	RUS	574
1747	Alessandro	Giuliato	ITA	172
1747	Lloyd	Glasspool	GBR	2144
1747	George	Goldhoff	USA	702
1747	Federico Agustin	Gomez	ARG	244
1747	Christofer Daniel	Goncalves	VEN	720
1747	David	Gorsic	SLO	172
1747	Bhavesh	Gour	IND	388
1747	Benjamin	Hannestad	DEN	354
1747	Maxime	Hinnisdaels	BEL	446
1747	Hiroki	Horikiri	JPN	172
1747	Yuichiro	Inui	JPN	172
1747	Patryk	Janik	POL	2049
1747	Benjamin	Janse van Rensburg	RSA	9269
1747	In-Kyo	Jeong	KOR	258
1747	Justin	Kates	CAN	258
1747	Hyeong Don	Kim	KOR	236
1747	Ji-Ha	Kim	KOR	372
1747	Kirill	Kivattsev	RUS	258
1747	Alexis	Klegou	BEN	10944
1747	Miroslav	Kleman	SVK	748
1747	Denys	Klok	UKR	638
1747	Egor	Koleganov	RUS	1012
1747	Daiki	Kondo	JPN	2653
1747	Daniel	Kopeinigg	AUT	1172
1747	Nicola	Kuhn	GER	172
1747	Igor	Lakhno	UKR	1536
1747	Kuan-Yi	Lee	TPE	376
1747	Stefan	Lindmark	SWE	570
1747	Komlavi	Loglo	TOG	74234
1747	Michael	Look	AUS	44734
1747	Azizbek	Lukmanov	UZB	632
1747	Stephen	Madonia	USA	362
1747	Yutaro	Matsuzaki	JPN	430
1747	Morgan	Mays	USA	1386
1747	Laurent	Mazzetti	FRA	654
1747	Wyatt	Mccoy	USA	312
1747	Donovan	Mcseveney	RSA	560
1747	Sebastian	Mejia	COL	294
1747	Victor-Carvalho	Melo	BRA	3443
1747	Martin	Mendoza	ARG	172
1747	Alexey	Miller	RUS	2089
1747	Kim	Moellers	GER	3967
1747	Mohammed	Mohazebnia	IRI	16875
1747	Ju-Hae	Moon	KOR	2958
1747	Motoki	Nakamura	JPN	552
1747	Luca	Narcisi	ITA	236
1747	Kazuki	Nishiwaki	JPN	172
1747	Gabriele Maria	Noce	ITA	394
1747	Genaro Alberto	Olivieri	ARG	236
1747	Thomas Otu	Omang	NGR	354
1747	Julian	Onken	GER	1694
1747	Elliott	Orkin	USA	280
1747	Ziga	Papez	SLO	452
1747	Kody	Pearson	AUS	280
1747	Manel	Perez Esteve	ESP	538
1747	Pedro	Platzeck Cavalcante	BRA	258
1747	Mathieu	Rajaonah	FRA	272
1747	Toufik	Sahtali	ALG	208
1747	Douglas	Segatti	BRA	236
1747	Stefan	Seifert	GER	83729
1747	Nikolai	Soloviev	RUS	7653
1747	Augusto	Stodart	ARG	172
1747	Ben	Stride	GBR	312
1747	Yusuke	Takemoto	JPN	172
1747	Kristjan	Tamm	EST	172
1747	Sasa	Tuksar	CRO	158262
1747	Daniel	Tyntaryov	ISR	616
1747	Romai	Ugarte	CHI	524
1747	Tomas	Venere	ARG	172
1747	Sebastian	Vidal	CHI	280
1747	Leonel	Videla	ARG	4247
1747	Franco	Viu	ARG	244
1747	Matej	Vocel	CZE	236
1747	Ashley	Watling	GBR	2867
1747	Kai	Wehnelt	GER	326
1747	Jamie	Whiteford	GBR	1160
1747	Wesley	Whitehouse	NZL	193396
1747	Mochammad Rizky	Widianto	INA	384
1747	Hao	Wu	CHN	438
1747	Hai tong	Xia	CHN	208
1747	Amir Abdelkader	Zioui	ALG	498
1864	Haythem	Abid	TUN	45060
1864	Omar	Alawadhi	UAE	111421
1864	Orlando	Alcantara Rangel	MEX	362
1864	Pascal Ziyab	Alome	GHA	468
1864	Marino	Alpeza	BIH	380
1864	Jay	Andrijic	AUS	7235
1864	Sylvain	Anibie	CIV	7097
1864	Sebastian	Bader	AUT	15844
1864	Ayoub	Benamar	MAR	1147
1864	Filip	Bergevi	SWE	6667
1864	Randy	Blanco	CUB	1120
1864	Federico	Bonacia	ITA	436
1864	Ned	Boone	GBR	852
1864	Nuno	Borges	POR	488
1864	Yasser	Bouchareb	ALG	704
1864	Francisco	Cabral	POR	448
1864	Hunter	Callahan	USA	1738
1864	Manuel	Castellanos	DOM	630
1864	Louis	Chaix	FRA	424
1864	Long	Chen	CHN	936
1864	Tinashe	Chikanda	ZIM	1953
1864	Jong-Min	Choi	KOR	1142
1864	Seung-Ri	Choi	KOR	1404
1864	Sandeep	Choudhary	IND	570
1864	Ting Yu	Chuang	TPE	6888
1864	Vladyslav	Chumak	UKR	492
1864	Brett D.	Clark	USA	556
1864	Andrew	Corbitt	AUS	2717
1864	Kyle-Joshua	Dandan	PHI	574
1864	Miguel	Deus	POR	664
1864	Nathan	Doney	AUS	828
1864	Aziz	Dougaz	TUN	1050
1864	Scott	Duncan	GBR	1206
1864	Clifford	Enosoregbe	NGR	7642
1864	Miguel Angel	Este	VEN	514
1864	Daniel	Etcheverry	CHI	382
1864	Marcelo	Fortini Murbach	BRA	952
1864	Mateo	Galdon	ARG	2458
1864	Hector	Garcia Oliveda	ESP	2172
1864	Carlos	Garcia-Villanueva	ESP	3892
1864	Oriol	Garrobe Guilera	ESP	452
1864	Daniel	Geib	AUT	12823
1864	Ivan	Goluza	AUS	450
1864	Christopher	Grant	USA	312
1864	Alexandru	Grigorita	ROU	1330
1864	Patrick	Grigoriu	ROU	13361
1864	Joseph	Guillin	FRA	526
1864	Federico	Herrera Duran	ARG	276
1864	Tom	Hill	GBR	924
1864	Zeke	Hindle	USA	870
1864	Stephan	Hoiss	GER	7148
1864	Youssef	Hossam	EGY	1460
1864	Johannes	Ingildsen	DEN	478
1864	Suk-Young	Jeong	KOR	54911
1864	Arjun	Kadhe	IND	5196
1864	Ho-Gi	Kang	KOR	688
1864	Vladimir	Karusevich	RUS	12568
1864	Sang-Yuop	Kim	KOR	768
1864	William	Kirkman	DOM	522
1864	Jaan	Kononov	EST	548
1864	Vladyslav	Kramarov	UKR	384
1864	Shusaku	Kumakura	JPN	276
1864	Siu-Fai Kelvin	Lam	HKG	412
1864	Ji-Sup	Lim	KOR	1769
1864	Thomas	Linge	NOR	552
1864	Shao-Fan	Liu	TPE	680
1864	Darvel Valency	Lossangoye	GAB	876
1864	Wojciech	Lutkowski	POL	3358
1864	Tristan	Meraut	FRA	1920
1864	Irakli	Metreveli	GEO	384
1864	Leandro	Migani	ARG	105192
1864	Aayush	Mintri	IND	504
1864	Steven	Moneke	GER	51103
1864	Samuel	Monette	CAN	4058
1864	Marco	Mosciatti	ITA	380
1864	Ahmed	Moumni	MAR	1774
1864	Agustin	Moyano	ARG	2220
1864	John Patrick	Mullane	USA	478
1864	Guillermo	Nunez	CHI	8334
1864	Francisco	Olivares	CHI	3070
1864	Yuma	Otomo	JPN	864
1864	Agustin	Ozcoidi	ARG	728
1864	Mario	Paccini Sancho	ESP	534
1864	Felipe	Parada	CHI	77520
1864	Diego	Pedraza	COL	1100
1864	Hsien-Yin	Peng	TPE	59361
1864	Francisco	Perafan	COL	1032
1864	Bjoern	Petersen	GER	656
1864	Dmytro	Petrov	UKR	8670
1864	Aaro	Pollanen	FIN	908
1864	Joel	Popov	FIN	1824
1864	Luka	Radulovic	SRB	312
1864	Antso	Rakotondramanga	MAD	6272
1864	Alvaro	Raposo De Oliveira	PER	12036
1864	Sebastian	Rey	GBR	586
1864	Gonzalo Agustin	Ribera	ARG	276
1864	Santiago Fa	Rodriguez Taverna	ARG	494
1864	Felipe	Rojas	COL	4036
1864	Shu	Saito	JPN	2628
1864	Andrey	Saveliev	RUS	4746
1864	Ivan	Saveljic	MNE	944
1864	Bruno	Semenzato	BRA	16310
1864	Vasil	Shandarov	BUL	492
1864	Mattias	Siimar	EST	376
1864	Florian	Simbozel	FRA	328
1864	Stjepan	Sisko	CRO	348
1864	Harry	Skinner	GBR	1953
1864	Cagatay Sami	Soke	TUR	312
1864	Marco	Speronello	ITA	12937
1864	Sam	Taylor	SWE	726
1864	Renta	Tokuda	JPN	444
1864	Michael	Tomi	FRA	1116
1864	Kaito	Uesugi	JPN	1340
1864	Joy	Vigani	ITA	986
1864	Shane	Vinsant	USA	6675
1864	Huixin	Wang	CHN	704
1864	Johnny	Wang	USA	600
1864	Dominik	Wirlend	AUT	1246
1864	Vladyslav	Yanchenko	UKR	684
1864	Hichem	Yasri	ALG	1570
1864	Edin	Zecevic	AUS	832
1864	Hao	Zhang	CHN	2506
1864	Janos	Zibrat	SLO	2573
1987	Ahmed Deedat	Abdul Razak	MAS	2876
1987	Juan-Pablo	Amado	ARG	125049
1987	Javier	Araya	CHI	614
1987	Daniel	Armengol Delgado	ESP	560
1987	Carsten	Ball	AUS	659386
1987	Galo	Barrezueta	ECU	2699
1987	Luis Enrique	Barrientos	MEX	4736
1987	Dmitrii	Baskov	MDA	680
1987	Daniel	Baumann	GER	1762
1987	Sahak	Bazrganian	USA	4802
1987	Jeremy	Beale	AUS	948
1987	Ariel	Behar	URU	46301
1987	Dennis	Bloemke	GER	45906
1987	Fernando	Bogajo	ESP	1374
1987	Stefan	Borg	SWE	10228
1987	Lucas	Bouquet	FRA	516
1987	Olivier	Charroin	FRA	118524
1987	Luis Diego	Chavez Villalpando	ESP	772
1987	Zhansultan	Chembotayev	KAZ	758
1987	Ricardo	Chile-Fonte	CUB	22933
1987	Yu Hsiang	Chiu	TPE	1210
1987	Rafael Antonio	Coutinho	VEN	1521
1987	Silvio	Dadic	CRO	3962
1987	Sharmal	Dissanayake	SRI	488
1987	Anton	Djamalov	UZB	1488
1987	Idio	Escobar	BRA	18636
1987	David	Estruch	ESP	41016
1987	Evan	Furness	FRA	576
1987	Konstantin	Gerlakh	RUS	6421
1987	Lucian	Gheorghe	ROU	4765
1987	Filippo	Giorgetti	ITA	1934
1987	Robin	Goodman	GBR	1606
1987	Alexander Thomas	Grabher	AUT	696
1987	Juan Camilo	Guerrero	COL	774
1987	Gustav	Hansson	SWE	2088
1987	Michel James	Hu Kwo	PER	942
1987	Sam	Hutt	GBR	4642
1987	Tuki	Jacobs	NAM	508
1987	Francois	Kellerman	RSA	840
1987	Nawakarn	Khunjan	THA	668
1987	Hyun-Joon	Kim	KOR	18528
1987	Jesse	Kiuru	FIN	2957
1987	Reza	Kohastani	IRI	1491
1987	Ivan	Krivic	CRO	1968
1987	Soon Woo	Kwon	KOR	1704
1987	John	Lamble	USA	856
1987	Brandon	Laubser	RSA	642
1987	Hyun-Soo	Lim	KOR	5824
1987	Marcus	Mansson	SWE	1664
1987	Nikita	Matveyko	RUS	380
1987	Salvador	Mijares	VEN	704
1987	David	Novotny	GER	660
1987	Jules	Okala	FRA	540
1987	Robin	Olin	SWE	17381
1987	Allan Gomes	Oliveira	BRA	3755
1987	Marlon	Oliveira	BRA	15695
1987	Alejandro	Ortega Palacios	ESP	670
1987	Michael-Ray	Pallares-Gonzalez	DOM	8877
1987	Yvo	Panak	CZE	1226
1987	Changwei	Peng	CHN	2219
1987	Bojan	Popovic	CYP	796
1987	Armel	Rancezot	FRA	2826
1987	Michael	Riechmann	USA	790
1987	Simo	Rikalo	AUS	900
1987	Soufiane	Sahli	MAR	1509
1987	Dovydas	Sakinis	LTU	6728
1987	Hardeep Singh	Sandhu	IND	380
1987	Inigo	Santos-Fernandez	ESP	2971
1987	Jajbir	Saran	IND	380
1987	Salar	Saraydarpour	USA	1211
1987	Dawood	Sayed Hashim	KUW	1004
1987	Gabriel	Schmidt	AUT	452
1987	Hugo	Schott	FRA	1174
1987	Eduardo	Schwank	ARG	1648048
1987	Omid	Souri	IRI	7920
1987	Mac	Styslinger	USA	15457
1987	Syed Mohd Agil	Syed Naguib	MAS	9347
1987	Bjorn	Thomson	IRL	804
1987	Botic	Van de Zandschulp	NED	662
